InstanceName,basicTask,pctbGridTask,cvchickTask,mainGoalSize,goalPosition,goalOccluded,lavaPresence,minDistToGoal,minNumTurnsGoal,minDistToCorrectChoice,minNumTurnsChoice,numChoices,Random_Agent_Success,Heuristic_Agent_Success,Dreamer_basic_Success,Dreamer_basic_control_Success,PPO_basic_Success,PPO_basic_control_Success,Random_Agent_Choice,Heuristic_Agent_Choice,Dreamer_basic_Choice,Dreamer_basic_control_Choice,PPO_basic_Choice,PPO_basic_control_Choice
OP-RP-Allo-CVChick-G2.52Occluder-Left-Beige-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52Occluder-Left-Brown-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52Occluder-Left-DarkBlue-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G2.52Occluder-Left-DarkGreen-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52Occluder-Left-Grey-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G2.52Occluder-Left-OffWhite-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,0,1,1,0,1,0
OP-RP-Allo-CVChick-G2.52Occluder-Left-RND-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52Occluder-Right-Beige-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,1,1,1,1,0,1
OP-RP-Allo-CVChick-G2.52Occluder-Right-Brown-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G2.52Occluder-Right-DarkBlue-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,1,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G2.52Occluder-Right-DarkGreen-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G2.52Occluder-Right-Grey-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G2.52Occluder-Right-OffWhite-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,1,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G2.52Occluder-Right-RND-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G2.52Thin-Left-Beige-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,1,1,1,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Left-Brown-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Left-DarkBlue-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,1,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Left-DarkGreen-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,1,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Left-Grey-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,1,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Left-OffWhite-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Left-RND-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0
OP-RP-Allo-CVChick-G2.52Thin-Right-Beige-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,0,1,1,0,0,1,0,1,1,0,1
OP-RP-Allo-CVChick-G2.52Thin-Right-Brown-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,1,1,0,1,0,1
OP-RP-Allo-CVChick-G2.52Thin-Right-DarkBlue-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,1,1,1,0,1,0,1
OP-RP-Allo-CVChick-G2.52Thin-Right-DarkGreen-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G2.52Thin-Right-Grey-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G2.52Thin-Right-OffWhite-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,1,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G2.52Thin-Right-RND-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G2.52Trans-Left-NA-0-Trans.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
OP-RP-Allo-CVChick-G2.52Trans-Right-NA-0-Trans.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,1
OP-RP-Allo-CVChick-G2.52XtraLow-Left-Beige-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0
OP-RP-Allo-CVChick-G2.52XtraLow-Left-Brown-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52XtraLow-Left-DarkBlue-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52XtraLow-Left-DarkGreen-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G2.52XtraLow-Left-Grey-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,1,0,1,0
OP-RP-Allo-CVChick-G2.52XtraLow-Left-OffWhite-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G2.52XtraLow-Left-RND-0-OPQ.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G2.52XtraLow-Right-Beige-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,1,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G2.52XtraLow-Right-Brown-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G2.52XtraLow-Right-DarkBlue-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,1
OP-RP-Allo-CVChick-G2.52XtraLow-Right-DarkGreen-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,0,1,1,0,0,0,0,1,1,0,0
OP-RP-Allo-CVChick-G2.52XtraLow-Right-Grey-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,1,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G2.52XtraLow-Right-OffWhite-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,1
OP-RP-Allo-CVChick-G2.52XtraLow-Right-RND-0-OPQ.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G2.5NoOccluder-Left-NA-0-NA.yml,0,0,1,2.5,-1,0,1,46,3,8,1,2,0,1,1,0,0,0,0,1,1,0,1,0
OP-RP-Allo-CVChick-G2.5NoOccluder-Right-NA-0-NA.yml,0,0,1,2.5,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,1,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,1,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,0,1,0,1
OP-RP-Allo-CVChick-G21FallingLargeContra-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,1,0,1,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,1,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,1,0,1,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,1,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,1,0,1,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,1,0,0,0,1,1,1,1,0,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,1,1,0,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,1,0,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,1,0,0
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,1,0,0,1,0,0,1,1,0,1
OP-RP-Allo-CVChick-G21FallingLargeIpsi-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,1,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G21FallingSmallContra-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,1,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,1,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,1,1,0,0,0,0,1,1,0,0,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,1,0,0,0,0,1,1,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21OccluderContra-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21OccluderContra-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21OccluderContra-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,1,1,0,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,1,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,1,0,0,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,1,1,1,0,1,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,1
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,1,1,0,1,0,1,1,1,1,1,0,1
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,0,1,0,1
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,1,1,1,1,0,0,1,1,1,1,1,1
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,1
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,0,1,0,0
OP-RP-Allo-CVChick-G21OccluderIpsi-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,1,1,0,1,0,1
OP-RP-Allo-CVChick-G21ThinContra-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G21ThinContra-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,1,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21ThinContra-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,0,0
OP-RP-Allo-CVChick-G21ThinContra-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,0,0
OP-RP-Allo-CVChick-G21ThinContra-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G21ThinContra-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21ThinContra-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21ThinContra-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,1,0,1,1,0,0,1,0,1
OP-RP-Allo-CVChick-G21ThinContra-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,1,0,0,0,0,0,1,0,0
OP-RP-Allo-CVChick-G21ThinContra-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,0,1,1,1,0,0
OP-RP-Allo-CVChick-G21ThinContra-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,0,1,0,1
OP-RP-Allo-CVChick-G21ThinContra-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,1,0,0,0,0,1,1,0,0
OP-RP-Allo-CVChick-G21ThinContra-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,1,0,0,1,0,0,1,0,0
OP-RP-Allo-CVChick-G21ThinContra-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,1,1,0,1,1,0,1,1,0,1
OP-RP-Allo-CVChick-G21ThinIpsi-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Left-Brown-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Left-DarkBlue-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Left-DarkGreen-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,1,1,0,0,0,0,1,1,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Left-Grey-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,0,0,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Left-OffWhite-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Left-RND-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,1,0
OP-RP-Allo-CVChick-G21ThinIpsi-Right-Beige-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,1,1,0,0
OP-RP-Allo-CVChick-G21ThinIpsi-Right-Brown-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21ThinIpsi-Right-DarkBlue-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,1,1,1,1,0,1
OP-RP-Allo-CVChick-G21ThinIpsi-Right-DarkGreen-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,1,1,0,1,1,1,1,1,0,1
OP-RP-Allo-CVChick-G21ThinIpsi-Right-Grey-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,0,1,0,1
OP-RP-Allo-CVChick-G21ThinIpsi-Right-OffWhite-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,1,0,1,0,1,0,1
OP-RP-Allo-CVChick-G21ThinIpsi-Right-RND-0-OPQ.yml,0,0,1,2,1,0,1,46,3,8,1,2,1,1,0,1,0,0,1,1,0,1,0,0
OP-RP-Allo-CVChick-G21TransContra-Left-NA-0-Trans.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,1,0,0,1,0,0,1,0
OP-RP-Allo-CVChick-G21TransContra-Right-NA-0-Trans.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,1,0,1,0,0,1,1,0,1,0,1
OP-RP-Allo-CVChick-G21TransIpsi-Left-NA-0-Trans.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,0,0,0,0,0,1,0,0,0,0,0
OP-RP-Allo-CVChick-G21TransIpsi-Right-NA-0-Trans.yml,0,0,1,2,1,0,1,46,3,8,1,2,0,0,0,1,0,0,0,0,0,1,0,0
OP-RP-Allo-CVChick-G21XtraLowContra-Left-Beige-0-OPQ.yml,0,0,1,2,-1,0,1,46,3,8,1,2,0,1,0,0,0,0,0,1,0,0,1,0
